"","x"
"AL049597.2",-2.2953216374269
"SH3GLB1",-16.888490164806
"SELENOF",-1.0106400259909
"HS2ST1",-22.0358187134503
"LINC01140",-2.33333333333333
"LMO4",-0.857212475633528
"PKN2",-0.83625730994152
"GTF2B",-3.23099415204678
"KYAT3",-1.96832358674464
"RBMXL1",-1.64766081871345
"GBP3",-23.2858187134503
"GBP1",-11.9376218323587
"GBP2",-1.37573099415205
"GBP7",-0.314327485380117
"GBP4",-0.755604288499025
"AC099063.4",-1.33333333333333
"GBP5",-1.04239766081871
"LRRC8B",-0.758771929824561
"LRRC8C-DT",-1
"LRRC8C",-0.433479532163743
"AC099568.2",-2
"LRRC8D",-0.832456140350877
"ZNF326",1.15972222222222
"LINC02609",-0.980994152046784
"ZNF644",-0.83625730994152
"HFM1",-0.666666666666667
"CDC7",-2.18421052631579
"TGFBR3",-1.06907894736842
"EPHX4",-2.33333333333333
"BTBD8",-32.7097953216374
"AC104836.1",0.785818713450292
"GLMN",-1.20321637426901
"RPAP2",-1.86988304093567
"GFI1",-1.80482456140351
"EVI5",-1.0500730994152
"RPL5",-0.652623531305328
"DIPK1A",-0.990497076023392
"MTF2",-19.7239766081871
"TMED5",-11.2476851851852
"CCDC18",-0.758771929824561
"CCDC18-AS1",-1.39766081871345
"DR1",-1.06993177387914
"FNBP1L",-0.690545808966862
"BCAR3",-1.98099415204678
"DNTTIP2",-33.1644736842105
"GCLM",-1.76553362573099
"ABCA4",-1
"ARHGAP29",-0.857212475633528
"ABCD3",-1.5202850877193
"F3",-0.925438596491228
"SLC44A3",-3.09844054580897
"CNN3",-0.84785989797188
"AC105942.1",-1.57383040935673
"ALG14",-0.491520467836257
"TLCD4",-0.961988304093567
"RWDD3",-1.62865497076023
"AC092802.4",-0.333333333333333
"PTBP2",0.174707602339181
"DPYD",-0.974658869395711
"SNX7",-1.58918128654971
"PLPPR4",-2.62865497076023
"PALMD",-1.42543859649123
"FRRS1",-0.333333333333333
"AGL",-1.03508771929825
"AC118553.1",-70.0862573099415
"SLC35A3",-0.785087719298246
"MFSD14A",-3.14766081871345
"SASS6",-2.97149122807018
"TRMT13",-1.30482456140351
"LRRC39",-1
"DBT",-4.94298245614035
"RTCA-AS1",-3.31432748538012
